Mass,RT,SXT-col-12h+13c6-phe-1,SXT-col-12h+13c6-phe-2,SXT-col-12h+13c6-phe-3,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3
280.277,15.09,1,175434.3404,1,1,1,1
632.548,19.71,226822.7284,205477.5863,250998.1145,204117.5957,228293.4728,143358.8485
555.3088,12.34,171321.355,197891.9588,165716.829,194025.0943,152712.789,196807.0153
390.1305,4.94,100706.4555,140256.234,140824.5092,174454.491,57735.31555,149170.9806
138.0316,3.07,104570.9285,474710.0089,214520.9309,433846.57,515862.3327,491346.3501
238.0475,5.4,148042.5189,143095.1588,143838.6096,143760.6135,117237.1012,133988.1348
307.076,3.46,45994.06376,49244.48402,51692.64813,1,1,1
170.0477,4.5,133493.111,172195.619,187126.1978,155646.7418,105180.2938,143119.231
784.4729,17.91,155235.4673,160274.4891,148003.5113,165057.0181,174695.1395,164720.2476
709.1996,2.17,96586.51716,111681.2181,105305.2081,52762.91447,78195.2417,60090.92
502.2776,13.77,1,99184.41941,140156.0885,208442.7552,173006.3978,200299.238
749.4826,14.45,125672.9308,89851.69991,31267.29634,144094.9099,55742.44487,59443.54634
203.0044,1.37,93540.92238,90863.4588,110057.1726,50058.71454,51343.97281,46568.50225
206.0428,1.28,49298.55239,52026.4933,57204.47548,42552.83124,67455.45604,40251.04267
761.5643,21.04,161106.9233,190590.4071,174503.3506,102539.512,82188.93682,94171.13104
148.0372,1.24,29410.23982,53868.52443,68394.18858,54954.4591,67614.29794,53638.702
638.3374,4.22,168020.055,180977.8102,179129.3562,193486.5995,173766.819,188900.2103
502.1464,4.67,1,1,1,1,4455.98425,1
737.1735,2.94,89153.51851,83373.52107,88812.01652,147201.4886,154981.283,144148.3664
410.2424,14.94,1,1,148646.6008,110325.8183,83996.65506,120351.8271
116.0108,6.56,49571.99118,82880.17467,74663.1253,157432.9409,132056.4575,132845.7873
166.0266,4.21,75520.74607,76919.53508,76664.05356,34417.67266,50046.76749,37894.9604
784.1803,6.88,46458.38609,66383.76435,54500.53152,66993.64205,74708.1994,73371.26984
518.1988,5.64,158778.0593,167690.7711,141941.4127,139687.2957,129410.0191,131940.3783
358.0682,8.37,96949.03746,77056.3688,76424.31251,164508.0788,138543.6321,151752.5672
465.144,5.49,60585.80293,79314.40877,74192.66698,53654.26942,51373.33883,51713.37947
341.0657,4.76,78297.93983,105898.9805,107097.0944,176914.685,136781.7279,155865.9782
798.5493,18.41,175279.9601,1,1,16413.16545,1,1
631.2561,4.93,37726.76282,48304.38383,41935.1126,2008.907096,560.4826651,1
461.1387,4.21,103044.5505,1,1,1,1,1
216.8756,21.51,270275.8746,265329.9057,279230.1437,188425.2565,194537.8367,232872.5872
493.1099,6.43,112321.3372,159444.2233,29695.9108,102342.8473,100061.0447,54868.77662
552.1175,5.36,41564.66586,38763.88951,35538.54644,1,1,1
398.2344,3.69,136346.9806,110117.9059,175689.0505,221542.3402,144190.0543,195339.0311
925.5422,13.4,172017.0347,204195.8332,195891.9741,154065.5055,133761.0571,180477.0394
552.1837,3.03,79456.13747,78558.14428,90501.62821,109090.6322,98210.46435,118409.6078
516.1479,3.37,1,19770.37596,1,1,34181.50218,1
369.287,14.21,40398.33591,54169.78683,43189.98281,138298.2596,105605.6858,142391.1643
314.2454,11.27,1,3795.731169,5029.03161,92659.56667,87107.04448,8226.155527
288.0965,1.89,34799.28533,21526.55156,29200.31271,60826.4787,47859.80402,41713.94095
390.129,1.71,145504.6381,128901.5622,121815.6501,160746.4991,1,1
896.2799,3.85,68722.6843,60157.34277,62021.52548,60840.55191,43252.61211,63022.50862
245.9719,0.81,140877.7521,116008.9822,139296.1429,112985.5865,103158.5796,105105.5275
419.0354,8.44,28772.48343,37646.07681,37251.97244,23688.01289,24510.71369,25567.09934
102.0316,5.07,57698.54457,60742.54606,58193.84988,48498.67817,63466.89068,62444.10007
342.1523,2.47,110786.0665,129264.6439,130366.1728,162244.4505,141222.882,166937.1012
550.2506,13.85,210633.2108,211155.6233,185340.0126,181144.8605,125279.303,151155.7277
988.2637,4.45,31855.86074,25533.48109,1,72886.83011,77470.77483,77250.74237
1804.4517,4.31,144794.6473,127894.4506,129994.8784,120860.3531,131974.5659,177840.1439
1034.1858,6.36,157935.3451,178388.5419,173371.8254,141856.9955,143751.1878,137112.1898
830.2318,2.81,174640.4485,182697.5329,138198.9498,145971.9866,107540.962,135872.754
389.9457,0.79,181274.9053,140851.8865,188361.697,132858.0842,111722.0917,122016.831
642.1244,4,2639.48941,2234.510967,11938.79724,32568.75442,25106.28409,32614.04652
659.2516,2.09,108919.4073,117392.4857,82340.35216,1,1,1
913.5338,18.9,172918.6913,210505.6172,134752.8488,152432.7371,146092.7663,108803.7338
519.1738,4.24,130220.7271,100747.7722,1,159984.9811,109280.715,115335.0973
688.2412,14.65,221462.5157,242699.047,211713.5848,1,1,1
611.2441,11.8,132457.5827,62877.66491,99343.25959,188113.4083,71717.26308,92992.05679
518.2999,12.49,94707.27443,27769.72484,15170.92514,97863.98071,19789.23046,70894.11495
475.1103,4.67,12066.57817,6839.122697,9747.831092,16658.89712,22633.81139,22226.20175
514.157,7.55,24654.97399,33541.55777,22938.72108,98579.80036,169364.5985,134880.999
375.0632,3.45,89358.71664,93378.96296,92043.91549,1,1,1
579.1581,5.07,36262.08225,61143.70601,1,48541.54417,1,1
300.1206,3.34,74040.67286,79645.56297,82927.50901,149873.8213,124806.3093,137380.3745
300.0842,4.58,71415.59214,64114.38971,52856.92687,59456.84168,49719.13626,51856.02841
485.1144,4.53,74673.57274,88062.86748,86497.06571,143614.1094,79776.70411,104149.7096
1436.8271,5.79,117684.9875,122829.2043,104907.9938,181634.9959,197937.5168,197379.9012
842.2656,3.65,60455.17303,74084.1755,45084.72036,63026.31809,80834.04753,74935.384
346.0899,1.77,74575.95988,66733.43504,60923.65195,90227.36155,98260.63834,69680.70052
356.0569,2.09,140894.5402,139462.9493,155918.3881,1,1599.385446,1
456.2485,12.12,58155.49757,66413.70062,53251.37004,161835.2052,95529.96528,132664.676
916.2617,5.75,58393.28611,87767.86256,62620.2212,89794.13458,82018.57221,88759.17192
272.2346,13.65,46740.41275,20654.29878,14267.2126,63962.83778,55592.10188,57106.11151
602.3801,14.84,30861.15225,21543.56725,25193.7394,15248.02312,9567.910391,14538.35025
842.4694,12.97,1,1,1,1,99778.58548,1
452.2254,6.36,132038.821,135649.7392,153519.2855,82040.58805,88688.72,78528.75221
623.123,6.79,18343.24262,30928.72549,17628.51262,43458.98966,34267.25738,55224.7723
500.2147,12.59,1,37260.41573,20669.61478,634049.82,22425.33789,688200.2379
144.115,7.65,24034.08648,50350.15228,49006.26546,52297.59982,42489.48331,52015.07157
315.1,8.08,5468.097502,1831.329351,2371.844417,34815.88629,25731.94818,35194.16258
682.2458,3.39,94872.07424,95834.49107,92654.02515,179412.9752,155128.6963,159555.4417
738.5856,16.98,175384.6305,170672.7742,110774.7243,172002.3892,160842.76,166790.3429
137.0236,1.09,1,7907.30817,1,1,10036.73794,561.2808185
703.2741,2.03,100691.5699,107822.3466,70956.90805,1631.591101,1,1
558.1132,8.85,98495.83397,123038.9092,130421.3473,104481.9848,73912.7033,86868.57079
405.9231,0.79,75473.53591,103245.286,81911.19751,107265.7941,108682.523,103251.4975
248.1075,4.6,30996.67557,39720.11373,33557.60501,30821.58054,38363.79589,29355.30281
476.3699,15.37,112869.7502,136702.4957,142111.5854,88248.09047,119899.9238,97741.11246
133.0527,5.93,50258.62447,53853.45427,47985.92475,9636.615266,14307.06042,19909.19843
861.2127,3.05,54230.13266,65175.65348,54670.85235,1,1,1
687.1634,4.38,22303.41912,22450.63952,13551.74618,160467.0685,75773.87785,96041.82187
122.037,2.29,72537.48954,87066.27319,89085.86005,60385.8845,96609.63878,82395.3657
550.3414,15.94,1,1,1,8825.40769,11800.84051,6280.624877
587.2444,11.83,35906.18194,86027.64105,36954.53839,66893.59272,50042.25145,60579.48128
410.1153,3.17,108726.3879,116793.4361,131100.3447,159476.5744,125570.6145,141852.6545
164.0503,1.84,23200.17327,18930.8108,29858.73603,1,1,816.5563799
546.0978,5.35,1,1,1,1,1,1
462.0749,3.35,100679.7285,91596.74434,104144.449,37076.74876,34474.23145,41669.60319
175.0631,7.89,43557.65328,58795.91646,45228.43729,63746.77704,118909.0315,88840.45778
298.1599,12.84,1,90356.10609,223022.1782,1,1,1
825.1317,2.06,1767.781757,558.515152,1,22202.86616,60563.81598,35743.90946
960.4282,12.15,1,1,1,1,1,1
576.0688,4.99,95976.83452,107626.6717,88950.60301,73317.44192,106603.1616,84648.50066
526.2134,5.33,51307.14696,18601.87289,64996.45855,1379.584949,1288.779539,967.6808103
458.1005,4.22,132330.0517,114658.4428,135227.044,98048.04427,90923.56746,95647.28505
194.0316,0.95,1,1,16713.43635,1,2471.500852,1
1046.198,6.44,180397.6506,199100.558,202270.8088,171002.2753,160357.3874,149643.5827
154.0628,5.07,58951.25399,58297.61914,61543.64614,47636.83843,56352.97342,51026.73694
522.1673,14.09,1,1,1,78608.24605,137571.752,69994.71003
347.0675,4.71,4145.031454,2060.202637,1,4502.798185,1,2174.722521
629.0847,3.02,380875.944,73806.61715,1,65717.45018,1,76663.84181
682.1105,4.12,160611.8975,205942.9703,205332.1114,205247.4977,204852.0175,210303.6445
112.0161,2.03,125389.8229,136970.6456,134062.1303,64841.01022,48054.62091,115376.8054
237.0636,3.73,65653.45471,74217.49423,60067.2864,51149.33174,30325.81032,46686.2638
294.1089,5.43,56817.27746,42560.47123,50287.25862,44756.22502,51603.94788,52123.94274
401.1477,3.28,28989.51248,32273.96168,27835.94673,49133.57753,70316.62967,56886.1421
258.2189,14.51,64496.3695,57467.72113,53170.22567,57469.68875,26339.77018,22391.60046
782.467,5.29,170204.2439,155070.9044,145394.0394,230112.0478,168583.9176,227336.1343
392.1417,4.18,1,1,1,1,1,1
932.2385,3.7,33230.57001,41115.96283,9949.869228,41404.3016,40559.3174,31564.37458
679.2313,11.8,76588.51842,52329.66224,69763.22762,74452.30793,74176.8068,71498.07628
562.0231,3.74,100612.1915,103249.2762,79858.7252,85434.2327,86732.78995,95431.88723
826.2435,6.78,393977.9132,374305.2527,375646.9082,293177.505,394744.5081,344561.2918
236.0705,5.04,71952.64748,90877.52992,71271.19694,28251.62922,11367.66082,39094.81928
186.0428,5.07,28878.89339,25093.07802,33361.79102,75256.23664,65317.63199,83238.70774
613.1605,5.66,157391.6605,121614.738,177365.6696,92985.15486,110071.0206,84636.90153
356.1105,3.62,59964.49343,55432.34709,70232.05726,43554.98999,47617.10047,50014.9221
893.5526,13.17,1,1,1,242704.7623,416270.3706,560386.6051
810.2316,3.64,202809.6368,185390.9725,220640.9055,202552.0288,177243.57,198874.0496
926.2483,2.16,160441.2604,197158.8038,145341.0375,129751.0132,99952.04193,126593.9435
492.1806,4.58,147307.7355,140367.7223,134831.482,132160.6032,101000.8987,117303.8865
581.1183,7.34,122867.6068,153141.3722,128705.3866,125918.8667,136101.04,130027.755
564.1999,13.8,149829.1114,121760.8196,287333.7646,1,1,1
981.5692,13.67,1,1,1,190009.4371,47887.69952,115486.4638
386.0839,3.05,89869.09757,98870.93486,89344.26797,110082.0409,81131.67469,96680.70989
668.1108,3.99,129356.8477,213827.9985,213980.4021,152894.359,140967.5143,138302.5383
388.1222,0.89,17710.98776,14024.83142,13873.2107,11464.91212,15789.67056,14202.3309
186.0626,2.5,24188.53485,39411.55782,20996.67825,1,1,1
257.199,12.02,3778.182612,7599.352702,6011.97293,15935.32638,9193.069049,12355.96915
796.2387,4.08,28805.26873,50058.23718,40352.38541,138245.4274,118797.4929,42485.266
456.3227,16.04,10028.4501,17164.10918,13219.09689,125923.9204,89554.9454,104977.1504
572.2193,5.34,40033.57241,32255.52069,31155.67071,1,1,1
745.4511,14.35,199412.8275,165997.4183,89355.8379,173460.0188,70071.60842,132218.0682
621.362,13.31,178298.6257,145083.6272,89989.78083,175788.2482,85120.46057,117338.174
498.2305,5.81,27955.29315,30058.98909,27990.90955,16835.46819,14127.6775,19899.50509
515.092,3.13,131955.4848,167892.0811,127497.0191,143719.0894,116795.9061,55580.00859
534.2947,14.38,1,1,1,1,177542.9678,146184.4248
575.0825,6.36,54136.11338,91786.94248,89150.69157,66770.06272,55860.51566,71028.10404
250.1928,11.76,4321.718972,26900.86766,35176.21516,62768.47422,96869.01698,64947.24398
700.173,2.03,1,1,1,64606.90026,111578.3044,90675.02601
709.1309,1.98,18828.26152,23246.53195,16762.6934,17087.85516,22755.36586,3996.712891
564.2237,3.68,34804.88373,46386.89479,15042.3866,1,1,1
406.1388,3.12,98687.14669,108926.2018,92137.47874,108133.7819,104809.3869,106141.5104
880.2434,2.82,120862.6969,142607.1479,117640.6964,129203.989,134509.4046,127578.7139
436.1401,4.82,38563.09835,57760.9469,53700.29529,158126.0495,85180.34218,123202.3863
982.1232,3.73,67052.01876,81274.37473,65822.83427,49524.45084,104928.0898,75112.21154
287.246,10.19,35952.90618,14298.55887,15572.21075,150541.8677,114999.0474,130863.5676
229.0576,1.99,212572.8774,202493.6363,195593.4454,1,1,1
548.1583,8.44,20816.23342,31081.67743,29590.13256,22801.91109,16418.22284,19227.17124
499.2235,9.85,18983.84742,10748.99108,18062.41384,1,2368.362355,1320.080312
998.5598,12.3,65556.37665,72929.78753,75383.38046,168911.7366,117777.3041,152587.4442
360.1051,2.47,1,23100.63799,4291.377155,71249.18159,23306.13844,3458.37129
776.2512,6.12,94159.04463,121090.575,125165.6404,92363.51247,65636.13165,135021.1793
360.1393,5.22,125417.2739,129537.9173,157317.3577,36060.87781,32486.4743,35004.36553
585.1685,6.18,117827.6813,132869.8504,129418.932,132873.559,177652.0794,145823.4957
484.1581,3.41,1,1,1,48322.72332,72341.564,20742.8475
744.2616,5.63,149408.3136,164674.3307,142260.1533,148234.3507,161143.9723,159001.0995
546.1674,13.4,151487.8387,254858.546,453661.4681,1,1,1
311.059,2.36,132730.325,124627.4519,129401.5974,119279.0123,109274.2268,108670.1476
168.0284,1.23,145329.0214,148304.2296,96468.59229,160823.9002,160850.3414,142133.9039
426.2644,13.36,1,1,1,57322.69761,136085.633,111708.7657
720.3633,12.66,62156.37648,106660.4137,119187.073,193557.7099,139311.8377,166420.6346
328.1306,5.04,33041.48744,38871.18346,25145.47565,23241.42544,42812.79522,34893.17551
180.0633,3.87,46767.43928,38819.09514,43962.90315,18925.00352,63051.01177,17643.54482
926.187,21.09,1,1,1,66815.48036,178826.475,136399.1672
394.1232,5.4,70494.54622,70457.84927,64983.64917,43353.81594,38381.53677,44709.11808
172.0135,12.67,22354.31554,42462.13588,61664.70297,163232.1064,107247.2235,143284.641
183.0532,2.31,72070.32194,97307.33342,81563.24566,157653.1522,141249.2704,78933.38439
1016.2755,3.73,55372.13396,65139.37731,55380.87782,78592.50249,88140.93496,79264.62207
598.3103,13.78,1,66011.97389,63760.12883,211241.5428,120862.5877,147472.9632
496.214,16.38,1,1,1,1,1,1
249.1397,2.79,61658.81929,60037.2572,68296.16217,69727.98518,70287.28721,68267.60359
204.1183,10.77,7586.81739,23553.90528,18227.63263,154697.6718,97325.63888,126966.1047
298.2499,15,129664.4336,68165.84728,43710.15879,50133.94715,38607.09512,44744.75738
365.1009,7.58,34980.64263,70798.92549,76616.41441,120001.6698,199138.4289,113910.9904
460.128,4.67,37047.10468,36545.06433,34006.18143,1,1,1
812.5036,19.06,1,1,1305.164686,1,1,1
375.1138,2.17,1,1858.59347,3872.139722,16926.74729,92964.43403,55652.31935
1064.5985,5.58,43642.15399,66963.7124,65471.66947,150671.5161,137677.3517,141842.1181
913.5347,19.19,158608.1751,158642.6407,119707.2779,131161.8803,91392.6202,72481.24277
930.1761,5.84,50019.96086,52430.9233,52063.20438,58246.17631,62863.93846,59466.2838
450.0917,9.7,108097.0513,74865.82747,82217.47527,253613.1468,155996.07,220646.0038
379.007,12.56,21625.31785,46692.95672,59774.5009,154647.9099,105290.6817,134974.25
598.3104,13.55,1,1,6685.916168,1,1,1
970.4533,13.79,89218.20462,124904.8802,164958.4457,1,1,11700.84953
864.3987,12.67,4935.337249,39096.23879,57111.15655,153543.6684,114836.0744,146760.1962
578.2391,5.34,25956.21249,60489.23465,47150.08061,4513.473002,2542.352992,1984.843491
478.0875,3.1,14195.26166,22461.47035,20856.75451,32648.42026,29679.89576,28939.8598
438.1255,5.88,28619.10868,35453.66802,37257.71645,1,1,1
673.2263,9.16,11979.29028,21540.31091,18061.4382,96000.15023,160303.3009,127653.3811
635.3386,13.25,161347.2857,160410.08,81958.46062,33009.4531,12558.33836,27027.12802
140.12,8.86,135612.9632,102576.9487,136299.5569,162470.3948,148207.5032,157501.6894
1043.5656,4.9,39798.28421,40817.29846,40135.84567,76830.98886,54506.2719,55373.93806
275.0791,8.79,40419.01044,75540.71974,66257.79874,119818.7588,118412.317,120423.9491
466.2407,7.23,129058.1384,141703.7825,144824.9568,81165.10107,84283.74668,87884.87553
326.1574,4.07,142440.3602,129223.8708,139142.7951,79602.90962,75085.64039,69806.0957
949.1348,4.42,139261.0669,140635.2502,112979.1253,105876.2329,123024.29,71933.82621
658.1833,4.8,110819.4017,95396.41644,112122.9514,92642.22483,110389.5036,121844.3732
368.1588,6.76,27914.01161,34879.19909,56737.93845,103578.9114,144734.1299,133271.2559
1067.7228,16.91,1,1,1,1,1,1
161.0475,5.48,37315.55112,37512.67673,34294.03921,54624.98116,57123.10473,55190.35068
607.073,6.44,165327.6099,83819.52803,95406.29825,104536.1064,156717.2621,133623.3262
481.0924,2.41,178237.8097,143119.2463,202106.7506,123015.4557,126138.2745,137444.9852
178.0407,6.49,34978.79375,58199.31932,57379.95604,164775.2063,102098.2451,125452.8645
504.1479,2.55,48681.96316,80256.68769,90003.14199,109082.5058,101904.9217,101931.3132
575.0644,3.09,23106.75894,23485.61577,31956.45301,18840.58385,12953.53523,13819.09102
701.3118,12.57,123763.6271,170285.3384,164678.1552,124937.4752,139401.0581,131981.3089
369.1059,2.11,118529.9569,153043.5392,141787.6195,76856.62033,100150.2006,97162.19581
216.0367,1.33,90296.52755,154266.2341,40159.61475,60268.23475,90125.27904,85953.60623
722.3714,11.71,59790.8204,73483.71228,65360.43088,91495.14998,83949.30984,107643.0415
564.3861,13.9,119477.6883,149359.674,144661.6741,147060.879,169125.8077,162574.5897
1072.2288,3.79,39563.76018,44982.03114,50316.94303,51031.41443,60116.90523,55091.74172
240.027,1.42,48967.27344,5810.110085,10152.78627,12054.14109,54278.27934,15838.48207
644.1241,1.46,3362.421723,8530.343814,11325.95014,21908.10473,40401.36589,18368.04071
752.3039,6.02,29115.82839,20426.36014,13926.21148,30623.96343,56433.66648,50596.75247
197.0683,4.25,5069.597593,6313.102351,3955.058451,1,1,1
490.3091,4.37,19349.80362,18125.43811,15772.66704,159086.9414,71958.26678,110739.9143
177.0186,5.83,15988.16179,14080.2411,6577.92024,14627.51061,16163.24644,17560.90338
696.4353,13.65,82661.62085,23347.39556,21704.75413,173731.4492,167059.3831,167899.4302
316.261,12.17,144301.9882,36636.90742,36193.66665,113537.7234,105318.6678,107786.4429
389.1622,12.68,112093.384,125445.3399,111884.6584,67297.08152,90195.69753,84230.89086
511.3179,4.57,56562.24491,46401.85571,79131.19922,196848.65,146666.4156,167109.2079
1044.3033,3.91,111265.4953,21346.2476,106517.3969,1,117399.8262,115838.7025
870.1726,3.64,118742.176,130549.9979,150073.1383,160592.8287,162010.094,163962.3616
938.4879,13.87,49880.72982,77692.65206,76889.25898,149867.1511,85286.36085,115305.0662
408.9863,6.85,61857.40465,86163.7863,80247.71257,151695.9484,125839.3354,144635.5502
678.1394,3.44,98186.65493,115871.1462,106262.721,159418.9278,133465.1221,164619.9184
286.2511,15.83,68556.55129,64222.71593,52725.23937,70188.29856,70221.96003,67544.13584
642.2386,12.28,92037.51342,25283.58093,119844.2237,169259.8752,136166.1448,129122.6193
538.1673,6.44,57751.53276,72813.08629,54979.39925,55037.21188,93293.0152,70996.55924
147.0533,1.21,135031.0868,22815.16532,36579.13826,41213.14967,357583.7499,44985.70797
474.3183,15.44,20336.10584,65815.75257,87866.41055,74554.86157,87141.9954,85502.96751
404.1314,3.34,20334.84576,33770.38407,1,1,15795.07421,1
786.2692,4.96,19213.51537,62351.89586,47648.7085,47149.97053,191716.0244,64445.29688
619.2312,2.03,151784.9063,149363.5926,141108.2983,1,1,1
213.1093,4.93,48155.60225,69719.14551,67964.7067,1,1,1
521.0578,5.49,106107.7868,125138.396,121994.7436,70189.02719,75797.75627,81837.57614
